,0,1,2
152,1178140690187988992,2019-09-29 02:53:23,b'RT @RNCResearch: Ukrainian President Zelensky: \xe2\x80\x9cI think you read everything\xe2\x80\xa6 good phone call\xe2\x80\xa6nobody pushed me\xe2\x80\x9d\nhttps://t.co/43ueMP8zNI http\xe2\x80\xa6'
153,1178140648500862976,2019-09-29 02:53:14,"b'RT @RNCResearch: FNC\xe2\x80\x99s Perino on Ukraine: \xe2\x80\x9cnobody was pushed, there was no pressure\xe2\x80\x9d\nhttps://t.co/v0Na0XEOHu https://t.co/lkOIgHK4MH'"
154,1178140327263248384,2019-09-29 02:51:57,b'RT @RNCResearch: DNI: Trump\xe2\x80\x99s Ukraine call transparency is \xe2\x80\x9cunprecedented\xe2\x80\x9d\nhttps://t.co/58DttYHIR4 https://t.co/dfQJypd3W2'
155,1178140296393166848,2019-09-29 02:51:50,b'RT @RNCResearch: Rep. Turner calls out Adam Schiff for just making up \xe2\x80\x9cfiction\xe2\x80\x9d conversation\nhttps://t.co/vvEDqbX8e7 https://t.co/SPIxLgKHXz'
156,1178140249148538880,2019-09-29 02:51:38,b'RT @RNCResearch: Rep. Turner: Dems\xe2\x80\x99 impeachment push is an \xe2\x80\x9cassault on the electorate\xe2\x80\x9d\nhttps://t.co/hkW3svtVU4 https://t.co/mPM5PIVttq'
157,1178140212611956743,2019-09-29 02:51:30,b'RT @RNCResearch: Rep. Wenstrup slams Dems: \xe2\x80\x9cAmericans have seen this movie too many times and they\xe2\x80\x99re tired of it\xe2\x80\x9d\nhttps://t.co/XtcdiSWlHF\xe2\x80\xa6'
158,1178140021154570240,2019-09-29 02:50:44,"b'RT @RNCResearch: Ed Henry: Maquire was \xe2\x80\x9ca very strong witness\xe2\x80\x9d for Trump, \xe2\x80\x9cpushed back very hard\xe2\x80\x9d on Dem narrative\nhttps://t.co/DTWq56UtvZ\xe2\x80\xa6'"
159,1178132606967320581,2019-09-29 02:21:16,b'RT @RNCResearch: Rep. Stefanik throws shade at Schiff for his fake opening remarks\nhttps://t.co/6ILVFbVIKz https://t.co/W9lYQsifHJ'
160,1178132552068075521,2019-09-29 02:21:03,b'RT @RNCResearch: Rep. Ratcliffe: Whistleblower\xe2\x80\x99s account is all \xe2\x80\x9csecond\xe2\x80\x9d and \xe2\x80\x9cthird hand\xe2\x80\x9d information\nhttps://t.co/vwEg3FEmO5 https://t.co/\xe2\x80\xa6'
161,1178132429539889153,2019-09-29 02:20:34,b'RT @RNCResearch: NH voter slams Dems on impeachment: \xe2\x80\x9cShould just get back to doing their job\xe2\x80\x9d\nhttps://t.co/5bv3IKRaN0 https://t.co/8AKlzGV\xe2\x80\xa6'
162,1178132354679877632,2019-09-29 02:20:16,b'RT @RNCResearch: Sen. Cruz knocks Dems for false narratives about Ukraine call\nhttps://t.co/FDa6QxAHEo https://t.co/82HY8Dv2rU'
163,1178132084185075712,2019-09-29 02:19:12,b'RT @RNCResearch: Sen. Cruz: Congressional Dems \xe2\x80\x9care angry about the 2016 election\xe2\x80\xa6angry at the voters\xe2\x80\x9d\nhttps://t.co/fwMnnRl9pO https://t.co\xe2\x80\xa6'
164,1178131917092397062,2019-09-29 02:18:32,b'RT @RNCResearch: Rep. Nunes on Dems\xe2\x80\x99 impeachment push: \xe2\x80\x9cThis is the sequel\xe2\x80\x9d to the Russia hoax\nhttps://t.co/5JO4Ugwm34 https://t.co/daNPBhQ\xe2\x80\xa6'
165,1178131808224972802,2019-09-29 02:18:06,b'RT @RNCResearch: Sen. Scott slams Democrats on impeachment: \xe2\x80\x9cthe evidence does not matter\xe2\x80\x9d to Democrats\nhttps://t.co/j8H1ZJBpX5 https://t.c\xe2\x80\xa6'
166,1178127357212844032,2019-09-29 02:00:25,b'The only people that don\xe2\x80\x99t like my conversation with the new Ukrainian President are those that heard Rep. Adam Sch\xe2\x80\xa6 https://t.co/IaGnPLupMB'
167,1178125611426025478,2019-09-29 01:53:28,"b'It is disgraceful what the Do Nothing Democrats are doing (the Impeachment Scam), but it is also disgraceful what t\xe2\x80\xa6 https://t.co/88CYIDT9fH'"
168,1178076844135976966,2019-09-28 22:39:41,"b'WOW, they got caught. End the Witch Hunt now! https://t.co/A5k3u9Rg3D'"
169,1178074551541997568,2019-09-28 22:30:35,b'....fraudulently and illegally inserted his made up &amp; twisted words into my call with the Ukrainian President to ma\xe2\x80\xa6 https://t.co/sOwQvcTyL1'
170,1178074545443479553,2019-09-28 22:30:33,b'The Whistleblower\xe2\x80\x99s complaint is completely different and at odds from my actual conversation with the new Presiden\xe2\x80\xa6 https://t.co/pZAgEbwdbK'
171,1178067057591631874,2019-09-28 22:00:48,"b'....The conversation with the new and very good Ukraine President, who told the Fake News, at the United Nations, t\xe2\x80\xa6 https://t.co/hojzznMqim'"
172,1178067055226052609,2019-09-28 22:00:48,"b'How do you impeach a President who has created the greatest Economy in the history of our Country, entirely rebuilt\xe2\x80\xa6 https://t.co/6HFLjAPjrr'"
173,1178055467987275776,2019-09-28 21:14:45,"b'They are trying to stop ME, because I am fighting for YOU! https://t.co/xiw4jtjkNl'"
174,1177924912226414592,2019-09-28 12:35:58,b'KEEP AMERICA GREAT!'
175,1177924812125036544,2019-09-28 12:35:34,b'MAKE AMERICA GREAT AGAIN!'
176,1177924521291997184,2019-09-28 12:34:25,b'PRESIDENTIAL HARASSMENT!'
177,1177919923885969408,2019-09-28 12:16:09,"b'Can you imagine if these Do Nothing Democrat Savages, people like Nadler, Schiff, AOC Plus 3, and many more, had a\xe2\x80\xa6 https://t.co/NSEozjOBNb'"
178,1177917096786845696,2019-09-28 12:04:55,b'RT @realDonaldTrump: https://t.co/SzT60K4sW3'
179,1177914612844503046,2019-09-28 11:55:02,b'RT @PressSec: Hispanic Americans enrich our culture and are true examples of the AMERICAN SPIRIT! #HispanicHeritageMonth https://t.co/2oatr\xe2\x80\xa6'
180,1177798475154706432,2019-09-28 04:13:33,"b'RT @EricTrump: UPDATE: We have now raised almost $15 million in small dollar donations (including 50,000 NEW donors) since @SpeakerPelosi s\xe2\x80\xa6'"
181,1177798234011553792,2019-09-28 04:12:36,"b'RT @TeamTrump: President @realDonaldTrump will host a #KeepAmericaGreat rally on Thursday, October 10 at 7:00 pm CDT at the Target Center i\xe2\x80\xa6'"
182,1177797986610483200,2019-09-28 04:11:37,"b""RT @GOPChairwoman: We already raised over $500K to beat Democrat Elissa Slotkin next November.\n\nShe promised she'd work with @realDonaldTru\xe2\x80\xa6"""
183,1177797447931895808,2019-09-28 04:09:28,b'Voter I.D. is the best way. Go for it Doug! https://t.co/D0HtwP2u59'
184,1177796917662801921,2019-09-28 04:07:22,"b'RT @RepMarkMeadows: Reminder, as this tweet points out: what we\xe2\x80\x99ve seen is the Ukrainians weren\xe2\x80\x99t aware aid was being reviewed during the c\xe2\x80\xa6'"
185,1177793877530546177,2019-09-28 03:55:17,b'Thank you to General McMaster. Just more Fake News! https://t.co/kVR6Q0Qu6a'
186,1177765620798119940,2019-09-28 02:03:00,b'https://t.co/SzT60K4sW3'
187,1177698878554087425,2019-09-27 21:37:47,b'RT @GOPChairwoman: This is just the beginning of an all-out fight to defend our democracy &amp; our president.\n\nDozens of House Dems campaigned\xe2\x80\xa6'
188,1177669563477118976,2019-09-27 19:41:18,b'I AM DRAINING THE SWAMP! https://t.co/U7WxKrO6Kx'
189,1177604833538392065,2019-09-27 15:24:05,"b'If that perfect phone call with the President of Ukraine Isn\xe2\x80\x99t considered appropriate, then no future President can\xe2\x80\xa6 https://t.co/QfHzQrLk7J'"
190,1177579380819845120,2019-09-27 13:42:57,"b'Sounding more and more like the so-called Whistleblower isn\xe2\x80\x99t a Whistleblower at all. In addition, all second hand\xe2\x80\xa6 https://t.co/MAnthxbKYt'"
191,1177576649233195008,2019-09-27 13:32:06,b'The Democrats are now to be known as the DO NOTHING PARTY!'
192,1177575947358412800,2019-09-27 13:29:18,b'Rep. Adam Schiff totally made up my conversation with Ukraine President and read it to Congress and Millions. He mu\xe2\x80\xa6 https://t.co/NODwsXNb79'
193,1177574932689182720,2019-09-27 13:25:16,b'\xe2\x80\x9cIT WAS A PERFECT CONVERSATION WITH UKRAINE PRESIDENT!\xe2\x80\x9d'
194,1177574382056693760,2019-09-27 13:23:05,"b'Iran wanted me to lift the sanctions imposed on them in order to meet. I said, of course, NO!'"
195,1177568259438239744,2019-09-27 12:58:45,b'https://t.co/lnNyGMleKJ'
196,1177560986666098690,2019-09-27 12:29:51,"b'...sound horrible, and me sound guilty. HE WAS DESPERATE AND HE GOT CAUGHT. Adam Schiff therefore lied to Congress\xe2\x80\xa6 https://t.co/IS2RyR0XZC'"
197,1177560985441361922,2019-09-27 12:29:51,"b'Rep. Adam Schiff fraudulently read to Congress, with millions of people watching, a version of my conversation with\xe2\x80\xa6 https://t.co/gxbYFvD2uD'"
198,1177543516236500997,2019-09-27 11:20:26,"b'.....nice call with with the new President of Ukraine, it could not have been better or more honorable, and the Fak\xe2\x80\xa6 https://t.co/dGTsZUaypI'"
199,1177543513015246852,2019-09-27 11:20:25,"b'Obama loving (wrote Obama book) Peter Baker of the Failing New York Times, married to an even bigger Trump Hater th\xe2\x80\xa6 https://t.co/8Yq8h5xhDq'"
200,1177539052683309056,2019-09-27 11:02:42,"b'To show you how dishonest the LameStream Media is, I used the word Liddle\xe2\x80\x99, not Liddle, in discribing Corrupt Congr\xe2\x80\xa6 https://t.co/guKxTAXhvR'"
